index_MFF start 	 end 	 duration	 mean	 std	 residue	 prompt_rate
5	23	25	3	1	-2.907	0.093238	0.02608	0.01299	0.018186	10150	
6	26	26	1	1	-3.4952	0	0	0.0043299	0.0060618	10104	
7	27	38	12	1	-2.7722	0.096038	0.11068	0.051959	0.072742	10144.5	
8	39	39	1	1	-2.384	0	0	0.0043299	0.0060618	10418	
9	40	43	4	1	-2.9128	0.12171	0.05925	0.01732	0.024247	11044.25	
10	44	44	1	1	-3.3927	0	0	0.0043299	0.0060618	12370	
11	45	115	71	1	-2.8882	0.10556	0.79121	0.30742	0.43039	67175.1268	
12	116	277	162	1	-2.8404	0.080183	1.0415	0.70144	0.98202	120238.8086	
13	278	634	357	1	-2.8863	0.074912	2.0034	1.5458	2.1641	148593.1289	
14	635	637	3	1	-3.3211	0.024998	0.0018746	0.01299	0.018186	157897	
15	638	744	107	1	-2.9704	0.07228	0.55901	0.4633	0.64862	163590.4486	
16	745	752	8	1	-3.1661	0.098397	0.077456	0.034639	0.048495	165929.5	
17	753	819	67	1	-3.0196	0.052118	0.18199	0.2901	0.40614	167841.0149	
18	820	890	71	1	-2.9637	0.060091	0.25638	0.30742	0.43039	169288.6901	
19	891	1112	222	2	-3.0432	0.066515	0.98218	0.78844	1.1038	172933.2477	
20	1113	1165	53	2	-2.9741	0.069319	0.25467	0.18823	0.26352	176161.2453	
21	1166	1170	5	2	-3.2082	0.074129	0.027476	0.017758	0.024861	176771	
22	1171	1271	101	2	-3.0261	0.062358	0.39274	0.3587	0.50218	177402.4158	
23	1272	1627	356	2	-3.1041	0.069183	1.7039	1.2643	1.7701	179853.0169	
24	1628	1887	260	2	-3.2877	0.072532	1.3678	0.92339	1.2927	180707.4654	
25	1888	2038	151	3	-3.1446	0.059745	0.53899	0.50443	0.70621	180627.4437	
26	2039	2063	25	3	-3.3587	0.10213	0.26079	0.083515	0.11692	180431.64	
27	2064	2124	61	3	-3.1861	0.062224	0.23618	0.20378	0.28529	181937	
28	2125	2127	3	3	-3.8477	0.20709	0.12866	0.010022	0.014031	180271.3333	
29	2128	2177	50	3	-3.2921	0.06534	0.21347	0.16703	0.23384	181435.26	
30	2178	2357	180	3	-3.179	0.060461	0.65799	0.60131	0.84184	181335.9167	
31	2358	2363	6	3	-3.7365	0.11045	0.0732	0.020044	0.028061	181618.5	
32	2364	2385	22	3	-3.3351	0.050394	0.05587	0.073494	0.10289	181491	
33	2386	2517	132	3	-3.1968	0.062233	0.51123	0.44096	0.61735	180478.1439	
34	2518	2521	4	3	-4.0352	0.11934	0.056972	0.013362	0.018707	181250.75	
35	2522	2597	76	3	-3.3568	0.067507	0.34635	0.25389	0.35544	180148.6974	
36	2598	2689	92	3	-3.4087	0.07948	0.58117	0.30734	0.43027	179553.5652	
37	2690	2775	86	4	-3.2368	0.065641	0.37055	0.30668	0.42935	180108.0814	
